system:index,Aver_K2O_rate_kg_ha,Aver_N_P2O5_K2O_rate_kg_ha,Aver_N_rate_kg_ha,Aver_P2O5_rate_kg_ha,COUNTRY_NA,Country,Crop,Crop_area_k_ha,FUBC_report_number,ISO3_code,K2O_k_t,K2O_pc_fert,K2O_rate_kg_ha,N_P2O5_K2O_k_t,N_k_t,N_pc_fert,N_rate_kg_ha,OBJECTID,Original_country_name_in_FUBC_report,P2O5_k_t,P2O5_pc_fert,P2O5_rate_kg_ha,Region_IFA,Shape_Area,Shape_Le_1,Shape_Leng,Year,Year_FUBC_publication,.geo
00000000000000001cee,NA,NA,NA,NA,Costa Rica,Costa Rica,Vegetables,9,2,CRI,1.8,100,200,5.4,1.8,100,200,58,COSTA RICA,1.8,100,200,Latin America,4.23080088505,22.2258621173,22.2258621173,1991/92,1994,"{""type"":""Point"",""coordinates"":[-84.19599072950051,9.970314739116077]}"
00000000000000001cef,NA,NA,NA,NA,Chile,Chile,Grape,59,1,CHL,2.4,NA,40,7.7,3.8,NA,65,47,CHILE,1.5,NA,25,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf0,NA,NA,NA,NA,Chile,Chile,Grasslands & Pastures,773,1,CHL,2.3,NA,3,32.9,11.3,NA,15,47,CHILE,19.3,NA,25,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf1,NA,NA,NA,NA,Chile,Chile,Other,185,1,CHL,0.7,NA,4,21.2,11.8,NA,64,47,CHILE,8.7,NA,47,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf2,NA,NA,NA,NA,Chile,Chile,Oat,71,3,CHL,0,NA,NA,9.585,4.97,100,70,47,Chile,4.615,100,65,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf3,NA,NA,NA,NA,Chile,Chile,Fruits,194,1,CHL,13.6,100,70,39.8,21.3,100,110,47,CHILE,4.9,100,25,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf4,NA,NA,NA,NA,Chile,Chile,Maize,110,1,CHL,2.8,100,25,41.3,27.5,100,250,47,CHILE,11,100,100,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf5,NA,NA,NA,NA,Chile,Chile,Oat,71,1,CHL,0,100,0,9.6,5,100,70,47,CHILE,4.6,100,65,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf6,NA,NA,NA,NA,Chile,Chile,Potato,63,1,CHL,3.5,100,55,16.7,6.3,100,100,47,CHILE,6.9,100,110,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf7,NA,NA,NA,NA,Chile,Chile,Pulses,95,1,CHL,0,100,0,8.6,2.4,100,25,47,CHILE,6.2,100,65,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf8,NA,NA,NA,NA,Chile,Chile,Rapeseed,34,1,CHL,0.7,100,20,10.2,4.4,100,130,47,CHILE,5.1,100,150,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cf9,NA,NA,NA,NA,Chile,Chile,Sugar Beet,49,1,CHL,4.4,100,90,26.5,9.8,100,200,47,CHILE,12.3,100,250,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cfa,NA,NA,NA,NA,Chile,Chile,Vegetables,80,1,CHL,2.8,100,35,15.6,8,100,100,47,CHILE,4.8,100,60,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cfb,NA,NA,NA,NA,Chile,Chile,Wheat,507,1,CHL,2.5,100,5,91.3,48.2,100,95,47,CHILE,40.6,100,80,Latin America,77.9555198682,679.761061929,679.76106193,1991,1992,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cfc,NA,NA,NA,NA,Chile,Chile,Fruits,194,3,CHL,13.58,100,70,38.8,21.34,100,110,47,Chile,3.88,100,20,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cfd,NA,NA,NA,NA,Chile,Chile,Grape,59,3,CHL,2.36,100,40,7.67,3.835,100,65,47,Chile,1.475,100,25,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cfe,NA,NA,NA,NA,Chile,Chile,Grasslands & pastures,773,3,CHL,2.319,100,3,32.9298,11.2858,100,14.6,47,Chile,19.325,100,25,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001cff,NA,NA,NA,NA,Chile,Chile,Maize,110,3,CHL,2.75,100,25,41.25,27.5,100,250,47,Chile,11,100,100,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d00,NA,NA,NA,NA,Chile,Chile,Others,185,3,CHL,0.74,100,4,21.1825,11.7845,100,63.7,47,Chile,8.658,100,46.8,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d01,NA,NA,NA,NA,Chile,Chile,Potato,63,3,CHL,3.465,100,55,16.695,6.3,100,100,47,Chile,6.93,100,110,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d02,NA,NA,NA,NA,Chile,Chile,Rapeseed,34,3,CHL,0.68,100,20,10.2,4.42,100,130,47,Chile,5.1,100,150,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d03,NA,NA,NA,NA,Chile,Chile,Sugar beet,49,3,CHL,4.41,100,90,26.46,9.8,100,200,47,Chile,12.25,100,250,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d04,NA,NA,NA,NA,Chile,Chile,Vegetables,80,3,CHL,2.8,100,35,15.6,8,100,100,47,Chile,4.8,100,60,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d05,NA,NA,NA,NA,Chile,Chile,Wheat,507,3,CHL,2.535,100,5,91.26,48.165,100,95,47,Chile,40.56,100,80,Latin America,77.9555198682,679.761061929,679.76106193,1991,1996,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d06,NA,NA,NA,NA,Chile,Chile,Fruits,194,4,CHL,13.6,100,70,38.8,21.3,100,110,47,Chile,3.9,100,20,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d07,NA,NA,NA,NA,Chile,Chile,Grape,59,4,CHL,2.4,100,40,7.7,3.8,100,65,47,Chile,1.5,100,25,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d08,NA,NA,NA,NA,Chile,Chile,Grassland/Pasture,773,4,CHL,2.3,100,3,32.9,11.3,100,14.6,47,Chile,19.3,100,25,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d09,NA,NA,NA,NA,Chile,Chile,Maize,110,4,CHL,2.8,100,25,41.3,27.5,100,250,47,Chile,11,100,100,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d0a,NA,NA,NA,NA,Chile,Chile,Oat,71,4,CHL,0,100,NA,9.6,5,100,70,47,Chile,4.6,100,65,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d0b,NA,NA,NA,NA,Chile,Chile,Others,185,4,CHL,0.7,100,4,21.2,11.8,100,63.7,47,Chile,8.7,100,46.8,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d0c,NA,NA,NA,NA,Chile,Chile,Potato,63,4,CHL,3.5,100,55,16.7,6.3,100,100,47,Chile,6.9,100,110,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d0d,NA,NA,NA,NA,Chile,Chile,Rapeseed,34,4,CHL,0.7,100,20,10.2,4.4,100,130,47,Chile,5.1,100,150,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d0e,NA,NA,NA,NA,Chile,Chile,Sugar beet,49,4,CHL,4.4,100,90,26.5,9.8,100,200,47,Chile,12.3,100,250,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d0f,NA,NA,NA,NA,Chile,Chile,Vegetables,80,4,CHL,2.8,100,35,15.6,8,100,100,47,Chile,4.8,100,60,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d10,NA,NA,NA,NA,Chile,Chile,Wheat,507,4,CHL,2.5,100,5,91.3,48.2,100,95,47,Chile,40.6,100,80,Latin America,77.9555198682,679.761061929,679.76106193,1991,1999,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d11,NA,NA,NA,NA,Chile,Chile,"Rice, paddy",29,5,CHL,1,80,40,5.7,2.8,80,120,47,Chile,1.9,80,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d12,NA,NA,NA,NA,Chile,Chile,Barley,35,5,CHL,0.9,90,30,6.6,3.2,90,100,47,Chile,2.5,90,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d13,NA,NA,NA,NA,Chile,Chile,Grape,130,5,CHL,5.2,90,40,19.9,9.4,90,80,47,Chile,5.3,90,45,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d14,NA,NA,NA,NA,Chile,Chile,Sorghum,45,5,CHL,1.4,90,30,7.5,3.2,90,80,47,Chile,2.9,90,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d15,NA,NA,NA,NA,Chile,Chile,Sunflower,3.5,5,CHL,0.1,90,40,0.6,0.3,90,100,47,Chile,0.2,90,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d16,NA,NA,NA,NA,Chile,Chile,Tobacco,10,5,CHL,0.3,90,30,1.5,0.9,90,100,47,Chile,0.3,90,40,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d17,NA,NA,NA,NA,Chile,Chile,Potato,70,5,CHL,4.2,95,60,18.6,6.7,95,100,47,Chile,7.7,95,110,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d18,NA,NA,NA,NA,Chile,Chile,Sugar beet,50,5,CHL,4.5,95,90,26.5,9.5,95,200,47,Chile,12.5,95,250,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d19,NA,NA,NA,NA,Chile,Chile,Tomato,22,5,CHL,0.9,95,40,4.8,1.9,95,90,47,Chile,2,95,100,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d1a,NA,NA,NA,NA,Chile,Chile,Grassland,900,5,CHL,0,NA,NA,67.5,40.5,NA,45,47,Chile,27,NA,30,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d1b,NA,NA,NA,NA,Chile,Chile,Vegetables,160,5,CHL,5.6,NA,35,34.4,16,NA,100,47,Chile,12.8,NA,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d1c,NA,NA,NA,NA,Chile,Chile,Maize,120,5,CHL,3.2,100,30,39.2,24,100,200,47,Chile,12,100,100,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d1d,NA,NA,NA,NA,Chile,Chile,Oat,115,5,CHL,0,100,NA,20.7,11.5,100,100,47,Chile,9.2,100,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d1e,NA,NA,NA,NA,Chile,Chile,Pulses,75,5,CHL,3,100,40,12.2,3.8,100,50,47,Chile,5.4,100,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d1f,NA,NA,NA,NA,Chile,Chile,Rapeseed,10,5,CHL,0.3,100,30,3.2,1.4,100,140,47,Chile,1.5,100,150,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d20,NA,NA,NA,NA,Chile,Chile,Wheat,420,5,CHL,8.4,100,20,84,42,100,100,47,Chile,33.6,100,80,Latin America,77.9555198682,679.761061929,679.76106193,1997,2002,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d21,NA,NA,NA,NA,Chile,Chile,Cottonseed,NA,6,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d22,NA,NA,NA,NA,Chile,Chile,Fruit and vegetables,NA,6,CHL,42.75,NA,NA,107.85,50.8,NA,NA,47,Chile,14.3,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d23,NA,NA,NA,NA,Chile,Chile,Maize,NA,6,CHL,8.55,NA,NA,48.611,30.48,NA,NA,47,Chile,9.581,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d24,NA,NA,NA,NA,Chile,Chile,Oil palm,NA,6,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d25,NA,NA,NA,NA,Chile,Chile,Other cereals,NA,6,CHL,1.9,NA,NA,25.72,15.24,NA,NA,47,Chile,8.58,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d26,NA,NA,NA,NA,Chile,Chile,Other crops,NA,6,CHL,28.025,NA,NA,212.023,103.632,NA,NA,47,Chile,80.366,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d27,NA,NA,NA,NA,Chile,Chile,Other oil seed,NA,6,CHL,0.475,NA,NA,3.365,2.032,NA,NA,47,Chile,0.858,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d28,NA,NA,NA,NA,Chile,Chile,Rice,NA,6,CHL,1.9,NA,NA,5.791,2.032,NA,NA,47,Chile,1.859,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d29,NA,NA,NA,NA,Chile,Chile,Soybeans,NA,6,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d2a,NA,NA,NA,NA,Chile,Chile,Sugar crops,NA,6,CHL,5.7,NA,NA,11.48,4.064,NA,NA,47,Chile,1.716,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d2b,NA,NA,NA,NA,Chile,Chile,Wheat,NA,6,CHL,5.7,NA,NA,77.16,45.72,NA,NA,47,Chile,25.74,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2006,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d2c,NA,NA,NA,NA,Chile,Chile,Cottonseed,NA,6,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d2d,NA,NA,NA,NA,Chile,Chile,Fruit and vegetables,NA,6,CHL,41.4,NA,NA,111.3,53.6,NA,NA,47,Chile,16.3,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d2e,NA,NA,NA,NA,Chile,Chile,Maize,NA,6,CHL,7.82,NA,NA,54.885,34.84,NA,NA,47,Chile,12.225,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d2f,NA,NA,NA,NA,Chile,Chile,Oil palm,NA,6,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d30,NA,NA,NA,NA,Chile,Chile,Other cereals,NA,6,CHL,1.84,NA,NA,27.7,16.08,NA,NA,47,Chile,9.78,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d31,NA,NA,NA,NA,Chile,Chile,Other crops,NA,6,CHL,28.336,NA,NA,224.918,106.932,NA,NA,47,Chile,89.65,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d32,NA,NA,NA,NA,Chile,Chile,Other oil seed,NA,6,CHL,0.46,NA,NA,3.582,2.144,NA,NA,47,Chile,0.978,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d33,NA,NA,NA,NA,Chile,Chile,Rice,NA,6,CHL,1.656,NA,NA,5.488,1.876,NA,NA,47,Chile,1.956,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d34,NA,NA,NA,NA,Chile,Chile,Soybeans,NA,6,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d35,NA,NA,NA,NA,Chile,Chile,Sugar crops,NA,6,CHL,5.244,NA,NA,11.488,4.288,NA,NA,47,Chile,1.956,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d36,NA,NA,NA,NA,Chile,Chile,Wheat,NA,6,CHL,5.244,NA,NA,83.639,48.24,NA,NA,47,Chile,30.155,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2007,2009,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d37,NA,NA,NA,NA,Chile,Chile,Fibre crops,NA,7,CHL,0.188,NA,NA,0.986,0.536,NA,NA,47,Chile,0.262,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d38,NA,NA,NA,NA,Chile,Chile,Fruit,NA,7,CHL,33.84,NA,NA,89.88,45.56,NA,NA,47,Chile,10.48,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d39,NA,NA,NA,NA,Chile,Chile,Maize,NA,7,CHL,7.802,NA,NA,51.419,34.84,NA,NA,47,Chile,8.777,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d3a,NA,NA,NA,NA,Chile,Chile,Oil palm,NA,7,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d3b,NA,NA,NA,NA,Chile,Chile,Other cereals,NA,7,CHL,2.256,NA,NA,28.721,17.688,NA,NA,47,Chile,8.777,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d3c,NA,NA,NA,NA,Chile,Chile,Other crops,NA,7,CHL,20.68,NA,NA,176.306,93.532,NA,NA,47,Chile,62.094,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d3d,NA,NA,NA,NA,Chile,Chile,Other oil seed,NA,7,CHL,1.128,NA,NA,4.058,2.144,NA,NA,47,Chile,0.786,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d3e,NA,NA,NA,NA,Chile,Chile,Rice,NA,7,CHL,2.256,NA,NA,5.972,2.144,NA,NA,47,Chile,1.572,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d3f,NA,NA,NA,NA,Chile,Chile,Roots/tubers,NA,7,CHL,8.46,NA,NA,25.67,8.04,NA,NA,47,Chile,9.17,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d40,NA,NA,NA,NA,Chile,Chile,Soybeans,NA,7,CHL,0,NA,NA,0,0,NA,NA,47,Chile,0,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d41,NA,NA,NA,NA,Chile,Chile,Sugar crops,NA,7,CHL,4.23,NA,NA,9.286,3.484,NA,NA,47,Chile,1.572,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d42,NA,NA,NA,NA,Chile,Chile,Vegetables,NA,7,CHL,7.52,NA,NA,20.562,9.112,NA,NA,47,Chile,3.93,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
00000000000000001d43,NA,NA,NA,NA,Chile,Chile,Wheat,NA,7,CHL,5.64,NA,NA,80.14,50.92,NA,NA,47,Chile,23.58,NA,NA,Latin America,77.9555198682,679.761061929,679.76106193,2010,2013,"{""type"":""Point"",""coordinates"":[-71.03850366552847,-36.13297172368877]}"
